score,is_answered,owner_rep,owner_accept_rate,title_len,body_length,num_codeblocks,len_codeblocks,code/text,num_tags
-1,True,479,0,54,330,1,141,0.42727272727272725,3
1,True,2580,0,85,2737,4,29,0.010595542564852027,2
1,False,11,0,77,783,0,0,0.0,3
-1,True,3,0,65,379,0,0,0.0,2
2,True,161,0,84,1073,0,0,0.0,3
1,True,27,0,42,310,0,0,0.0,2
2,True,76,0,29,435,3,61,0.14022988505747128,1
1,True,51,0,30,1535,0,0,0.0,5
1,True,490,0,145,1564,1,1,0.0006393861892583121,3
3,True,31,0,49,111,0,0,0.0,2
2,True,1361,0,73,1169,0,0,0.0,2
1,False,34400,78,60,985,2,22,0.02233502538071066,4
-3,False,1,0,23,1978,0,0,0.0,2
2,True,0,0,56,831,1,10,0.012033694344163659,1
2,True,211,0,55,556,6,99,0.17805755395683454,1
1,True,3371,75,40,376,4,76,0.20212765957446807,3
1,True,131,0,33,560,0,0,0.0,3
2,True,21,0,63,287,2,41,0.14285714285714285,1
-1,True,31,0,48,335,0,0,0.0,1
1,True,6080,87,56,1172,0,0,0.0,2
2,True,1257,0,94,684,8,116,0.1695906432748538,5
2,False,205,0,51,517,5,163,0.3152804642166344,4
2,True,5026,77,60,2163,2,64,0.029588534442903373,3
-2,False,9,0,79,1596,1,43,0.02694235588972431,3
3,False,41,0,59,1599,0,0,0.0,5
3,False,77,0,51,1485,7,54,0.03636363636363636,2
1,True,23,0,31,491,0,0,0.0,2
1,True,133,0,47,724,0,0,0.0,3
2,True,145,100,66,719,0,0,0.0,3
1,True,11,0,70,1021,0,0,0.0,5
1,False,11,0,74,1140,0,0,0.0,1
1,False,970,0,53,1006,1,46,0.04572564612326044,1
-1,True,31,0,57,241,1,45,0.18672199170124482,1
1,False,17,0,55,213,0,0,0.0,2
2,True,43,0,48,12499,0,0,0.0,5
5,True,4504,85,29,349,4,44,0.12607449856733524,2
-1,True,47,0,75,1486,0,0,0.0,4
-1,True,146,75,56,1803,13,287,0.15917914586799778,5
1,False,2796,68,67,558,3,25,0.044802867383512544,1
1,True,59656,64,74,590,6,172,0.29152542372881357,1
1,True,1125,0,79,329,3,64,0.1945288753799392,4
1,False,599,0,36,979,9,119,0.12155260469867211,3
-1,False,27,0,98,3975,0,0,0.0,3
4,False,14628,64,110,1454,0,0,0.0,3
1,False,428,0,47,966,2,187,0.19358178053830227,1
1,True,14796,70,27,1159,3,43,0.03710094909404659,2
-3,False,11,0,48,247,0,0,0.0,2
1,True,315,0,46,987,0,0,0.0,4
1,True,61,0,66,859,0,0,0.0,5
-1,True,65,0,62,660,2,268,0.40606060606060607,4
2,True,1188,99,48,408,0,0,0.0,4
1,True,561,0,48,1226,0,0,0.0,5
1,True,311,0,56,1052,7,61,0.05798479087452472,5
1,False,1912,0,56,1107,0,0,0.0,3
-2,True,1401,38,43,898,0,0,0.0,4
8,False,15873,55,49,217,1,16,0.07373271889400922,2
-2,True,1380,50,33,371,5,70,0.18867924528301888,4
1,False,383,0,52,1048,7,310,0.2958015267175573,4
1,False,13,0,41,505,2,47,0.09306930693069307,2
1,False,2339,100,58,656,2,12,0.018292682926829267,1
1,True,15873,55,46,171,1,23,0.13450292397660818,3
1,False,43,0,71,1221,0,0,0.0,4
1,True,128,0,71,494,0,0,0.0,3
-1,True,127,0,45,626,2,135,0.21565495207667731,4
1,False,1445,57,48,262,0,0,0.0,3
-2,True,307,0,26,640,2,177,0.2765625,1
2,False,3143,58,51,758,2,25,0.032981530343007916,2
2,True,485,0,39,887,7,91,0.10259301014656144,5
2,False,33,0,77,866,2,73,0.08429561200923788,4
1,True,13,0,57,436,2,14,0.03211009174311927,3
2,True,191,0,35,197,0,0,0.0,1
1,True,99,0,58,880,6,163,0.18522727272727274,4
1,False,78,0,57,780,1,121,0.15512820512820513,4
3,False,8207,92,75,6263,11,146,0.023311512054925754,5
2,True,107,0,63,196,1,17,0.08673469387755102,1
-1,True,3,0,41,3637,0,0,0.0,4
1,False,59,0,42,969,0,0,0.0,5
1,False,17,0,60,850,2,74,0.08705882352941176,5
1,True,385,0,43,149,0,0,0.0,3
1,False,11,0,65,1704,2,320,0.18779342723004694,4
-1,False,31,0,38,378,0,0,0.0,5
8,True,5051,0,48,1588,5,161,0.10138539042821158,2
8,True,814,0,51,1515,0,0,0.0,4
6,True,948,0,30,152,0,0,0.0,2
2,True,0,0,24,398,0,0,0.0,5
1,True,55,0,58,4807,1,8,0.0016642396505096733,4
13,True,2372,85,48,522,1,7,0.013409961685823755,3
4,True,862,0,104,749,3,61,0.0814419225634179,2
8,True,25789,66,54,360,1,14,0.03888888888888889,3
3,True,81,0,40,122,0,0,0.0,2
29,True,291,0,111,883,0,0,0.0,4
10,True,558,74,50,1429,4,149,0.10426871938418475,4
14,True,1379,0,75,4308,0,0,0.0,1
4,True,847,0,41,760,0,0,0.0,1
14,True,4208,0,133,843,2,87,0.10320284697508897,4
6,True,71,0,36,1268,12,83,0.06545741324921135,4
1,False,11,0,64,259,0,0,0.0,2
4,True,14568,93,83,2913,4,55,0.01888087881908685,4
13,True,558,74,40,172,1,4,0.023255813953488372,4
1,True,43,0,34,769,0,0,0.0,3
7,True,1881,0,67,852,0,0,0.0,1
1,True,0,0,23,1202,2,21,0.01747088186356073,2
2,True,361,0,60,411,1,38,0.09245742092457421,3
22,True,3288,0,102,1697,2,163,0.09605185621685328,2
1,False,13,0,57,856,2,93,0.10864485981308411,3
1,False,11,0,51,740,0,0,0.0,4
2,False,0,0,77,692,3,16,0.023121387283236993,5
2,True,33,0,43,914,3,28,0.030634573304157548,2
4,True,637,0,73,875,0,0,0.0,4
1,True,39,0,62,256,0,0,0.0,1
2,False,400,0,63,1730,0,0,0.0,5
1,True,55,0,54,297,0,0,0.0,3
4,True,53,0,58,561,0,0,0.0,5
-1,True,9,0,36,710,0,0,0.0,2
5,False,343,0,71,1584,0,0,0.0,3
1,True,643,0,50,2227,3,41,0.018410417602155366,5
1,True,119,0,25,602,0,0,0.0,3
1,True,39,0,71,153,0,0,0.0,4
2,True,1662,100,63,1092,0,0,0.0,5
6,True,251,20,101,2781,2,118,0.042430780294857966,5
8,True,656,0,66,333,1,21,0.06306306306306306,2
19,True,2325,0,103,4328,2,11,0.0025415896487985213,5
1,True,192,0,50,696,0,0,0.0,5
2,True,55,0,128,841,1,51,0.06064209274673008,3
1,True,13,0,51,1196,4,113,0.09448160535117058,5
1,True,6142,82,67,916,2,23,0.025109170305676855,4
-1,True,291,0,57,287,0,0,0.0,5
3,True,105,0,56,1423,5,127,0.08924806746310611,3
1,True,1605,0,56,600,3,188,0.31333333333333335,5
1,True,2439,52,44,888,2,26,0.02927927927927928,3
2,True,39,0,73,205,2,5,0.024390243902439025,5
4,True,81,0,56,882,2,152,0.17233560090702948,4
1,True,31,0,138,405,0,0,0.0,4
2,True,215,80,64,594,1,87,0.14646464646464646,3
1,True,136,0,24,238,2,23,0.09663865546218488,3
-1,True,23,0,43,1501,1,18,0.011992005329780146,4
2,False,171,40,85,1269,0,0,0.0,5
1,True,1183,82,37,1016,5,337,0.3316929133858268,3
-2,False,1,0,83,562,0,0,0.0,4
1,True,1050,0,81,2988,1,18,0.006024096385542169,5
-1,False,7,0,63,127,0,0,0.0,1
3,True,314,0,70,3536,0,0,0.0,5
-1,True,69,0,61,1742,0,0,0.0,5
5,True,0,0,58,424,11,28,0.0660377358490566,5
2,True,31,0,29,916,0,0,0.0,1
1,True,13,0,49,117,0,0,0.0,3
1,True,79,0,65,8443,1,3,0.00035532393698922183,5
1,True,133,0,81,449,3,91,0.2026726057906459,2
-1,True,1,0,33,3815,3,112,0.029357798165137616,2
-1,True,992,0,48,1297,4,64,0.04934464148033924,3
-1,True,27,25,32,543,2,73,0.13443830570902393,5
2,True,222,0,71,979,1,52,0.05311542390194075,5
2,True,2651,82,54,469,1,138,0.2942430703624733,2
-1,True,1,0,52,1072,3,123,0.11473880597014925,2
1,False,11,0,97,3031,0,0,0.0,3
1,True,37,0,60,1012,1,43,0.042490118577075096,5
1,False,11,0,53,972,1,3,0.0030864197530864196,3
1,True,111,0,43,3955,13,357,0.09026548672566372,3
-3,False,1,0,32,105,0,0,0.0,2
-1,False,1,0,53,180,0,0,0.0,1
1,False,787,62,78,3462,0,0,0.0,3
1,True,481,78,79,640,0,0,0.0,3
3,True,115,0,121,6283,0,0,0.0,4
4,True,281,0,54,982,0,0,0.0,4
2,False,141,0,41,751,0,0,0.0,4
2,True,65,0,46,2084,0,0,0.0,5
1,True,8664,86,74,541,1,7,0.012939001848428836,5
2,False,29,0,62,4656,0,0,0.0,1
-1,False,1,0,75,5245,0,0,0.0,2
-1,False,1,0,72,238,0,0,0.0,2
4,False,3668,89,57,522,4,25,0.04789272030651341,3
3,True,12553,63,99,2013,7,130,0.06458022851465474,5
1,True,752,0,41,800,3,373,0.46625,4
-1,True,308,0,75,1735,0,0,0.0,2
1,True,31,0,65,921,0,0,0.0,2
2,True,1369,0,51,892,1,36,0.04035874439461883,4
3,True,278361,96,57,2205,22,301,0.1365079365079365,2
2,True,55,0,59,189,0,0,0.0,2
1,True,5037,60,90,750,0,0,0.0,4
1,False,11,0,66,887,1,8,0.009019165727170236,3
1,True,2947,78,34,673,0,0,0.0,2
7,True,903,0,37,809,0,0,0.0,4
2,True,31,0,26,1189,4,73,0.061396131202691336,2
1,True,1216,81,60,130,1,4,0.03076923076923077,4
1,True,573,0,57,857,0,0,0.0,3
1,True,182,0,82,3452,2,118,0.034183082271147164,2
1,True,1211,20,100,552,1,40,0.07246376811594203,2
-3,False,22,0,63,1738,1,361,0.20771001150747986,4
1,True,429,58,47,195,2,121,0.6205128205128205,5
-1,False,9,0,40,599,0,0,0.0,3
4,True,25789,66,54,257,0,0,0.0,2
-1,True,53,0,53,880,0,0,0.0,3
1,True,646,0,73,441,3,31,0.07029478458049887,2
2,False,150,0,47,1938,9,139,0.0717234262125903,2
-1,False,21,0,55,5801,0,0,0.0,1
1,False,1042,69,45,890,5,73,0.08202247191011236,3
-1,True,1,0,74,1092,0,0,0.0,2
3,True,863,0,65,314,1,2,0.006369426751592357,1
1,False,19,0,43,880,0,0,0.0,4
-1,False,2772,62,59,471,0,0,0.0,3
1,True,1361,0,63,856,10,67,0.07827102803738317,3
1,True,11,0,60,558,0,0,0.0,4
-1,False,3,0,78,345,0,0,0.0,2
1,False,11,0,23,558,0,0,0.0,1
2,True,23,0,34,1040,2,33,0.03173076923076923,1
2,True,338,0,28,297,0,0,0.0,2
2,False,58,0,113,3984,0,0,0.0,5
1,True,11432,86,40,1301,6,70,0.053804765564950036,1
1,True,11,0,52,185,0,0,0.0,1
1,False,31,0,117,807,0,0,0.0,5
-1,True,35,0,47,792,0,0,0.0,5
1,False,43,0,54,1778,0,0,0.0,5
1,True,7139,89,47,613,4,28,0.04567699836867863,2
1,True,162,0,64,887,0,0,0.0,4
-1,False,7,0,69,1891,0,0,0.0,2
1,True,2785,74,47,1696,0,0,0.0,3
4,True,2792,80,39,592,1,24,0.04054054054054054,2
1,True,1316,0,80,205,4,32,0.15609756097560976,2
1,True,401,0,62,451,2,16,0.03547671840354767,2
1,True,2623,75,104,798,3,98,0.12280701754385964,4
1,False,47,0,22,5994,1,48,0.008008008008008008,2
1,True,1997,0,99,696,1,39,0.05603448275862069,5
3,True,1295,44,48,1885,0,0,0.0,3
2,True,21,0,60,798,10,119,0.14912280701754385,4
2,True,23,0,29,501,0,0,0.0,4
1,True,2029,58,62,3938,0,0,0.0,1
2,True,2325,70,90,1599,4,53,0.03314571607254534,3
-1,False,43,0,89,2905,0,0,0.0,3
2,True,35,0,66,850,0,0,0.0,2
1,True,75,0,18,1090,2,58,0.05321100917431193,5
-2,True,27,0,27,1112,0,0,0.0,4
1,True,41,0,40,386,0,0,0.0,5
-3,True,146,0,40,102,0,0,0.0,3
2,True,9574,58,46,577,0,0,0.0,1
3,True,1078,0,59,742,3,147,0.19811320754716982,3
1,True,69,0,79,85,0,0,0.0,5
2,True,31,0,50,412,0,0,0.0,3
1,False,321,50,40,517,0,0,0.0,1
-1,True,31,12,28,692,2,138,0.1994219653179191,2
-1,True,338,0,60,1565,3,27,0.017252396166134186,4
1,True,13,0,84,942,0,0,0.0,4
1,True,11,0,22,624,0,0,0.0,3
-1,True,5337,0,35,2483,0,0,0.0,5
1,True,883,38,149,660,1,105,0.1590909090909091,4
1,False,1685,58,51,263,2,53,0.20152091254752852,2
-2,True,15,0,49,921,0,0,0.0,2
-1,False,282,0,62,586,7,151,0.257679180887372,3
-2,False,1,0,38,108,1,9,0.08333333333333333,3
1,True,13,0,39,123,2,66,0.5365853658536586,2
1,True,59,0,47,726,3,80,0.11019283746556474,3
1,False,926,75,57,872,0,0,0.0,5
-1,False,9,0,39,555,0,0,0.0,3
-1,True,313,0,60,998,0,0,0.0,3
1,False,169,0,56,3193,0,0,0.0,3
-1,True,33,0,38,1263,7,29,0.022961203483768806,2
1,True,512,0,31,1735,0,0,0.0,3
1,False,11,0,56,934,3,180,0.19271948608137046,2
-3,True,644,0,67,274,9,257,0.9379562043795621,1
1,False,4311,65,34,391,0,0,0.0,2
2,False,314,0,47,491,3,73,0.14867617107942974,1
1,False,190,0,49,849,0,0,0.0,4
1,True,15,0,49,2258,0,0,0.0,2
-2,True,166,0,63,1144,11,70,0.06118881118881119,3
-1,True,127,0,40,652,0,0,0.0,5
1,True,49,0,31,1546,6,36,0.02328589909443726,1
-1,True,140,0,92,417,0,0,0.0,2
1,False,679,0,45,1266,0,0,0.0,3
1,True,27,0,115,1832,0,0,0.0,5
2,False,547,20,35,1392,4,80,0.05747126436781609,3
1,True,18102,92,60,575,5,48,0.08347826086956522,3
1,True,6482,57,159,1053,0,0,0.0,1
-1,False,700,0,85,1096,1,127,0.11587591240875912,5
1,False,280,0,49,617,0,0,0.0,4
1,True,13,0,21,383,0,0,0.0,4
1,True,471,86,75,583,2,27,0.04631217838765009,4
1,True,301,0,65,565,8,79,0.13982300884955753,1
1,True,0,0,57,351,4,54,0.15384615384615385,3
1,False,11,0,75,986,0,0,0.0,3
-1,True,3,0,26,401,0,0,0.0,2
2,True,5337,0,42,504,1,10,0.01984126984126984,4
1,True,13571,81,78,1117,6,81,0.07251566696508505,5
2,True,67,0,31,295,0,0,0.0,2
2,False,21,0,75,828,0,0,0.0,3
1,False,11,0,44,290,1,39,0.13448275862068965,2
1,True,13781,93,49,1042,2,17,0.016314779270633396,2
1,False,864,71,70,1767,4,55,0.0311262026032824,3
-1,True,574,0,115,1360,0,0,0.0,4
1,False,3477,0,75,476,2,49,0.10294117647058823,3
-3,True,159,0,53,585,0,0,0.0,3
-1,True,75,0,43,1425,1,7,0.004912280701754386,5
1,True,3618,75,66,1393,7,60,0.043072505384063174,3
-4,True,3,0,53,116,0,0,0.0,1
1,True,13,0,50,2898,0,0,0.0,4
3,True,2414,80,71,792,4,37,0.04671717171717172,2
2,False,31,0,52,1175,0,0,0.0,5
-3,True,1,0,101,363,0,0,0.0,2
1,True,163,69,60,1277,9,134,0.10493343774471417,2
2,True,57,0,51,283,1,44,0.15547703180212014,2
-6,True,7,0,70,85,0,0,0.0,2
-1,True,9,0,42,593,0,0,0.0,2
2,True,903,0,68,1279,0,0,0.0,4
1,False,125,0,66,1937,2,37,0.019101703665462055,4
1,False,113,0,38,207,0,0,0.0,4
2,False,143,22,28,903,2,380,0.42081949058693247,3
3,True,31,0,46,370,0,0,0.0,4
1,True,25,0,52,693,1,22,0.031746031746031744,1
-2,False,345,40,55,401,0,0,0.0,3
1,False,19,0,62,2021,0,0,0.0,3
1,True,45,71,50,1131,6,48,0.042440318302387266,3
-1,True,2623,75,86,453,2,6,0.013245033112582781,4
1,True,47298,78,58,773,3,24,0.031047865459249677,2
1,False,11,0,52,676,10,58,0.08579881656804733,2
2,True,1718,0,43,208,3,28,0.1346153846153846,1
1,False,11,0,56,593,0,0,0.0,5
1,False,31,0,26,555,0,0,0.0,2
1,True,85,0,57,900,0,0,0.0,5
1,True,661,0,41,672,0,0,0.0,2
2,True,23,0,29,265,0,0,0.0,2
1,False,11,0,79,477,0,0,0.0,2
-2,False,409,0,52,770,1,3,0.003896103896103896,2
1,False,443,0,31,944,0,0,0.0,3
2,True,814,0,65,2511,4,123,0.04898446833930705,5
2,False,759,75,95,1412,1,27,0.019121813031161474,3
1,True,1254,0,50,381,1,105,0.2755905511811024,3
1,False,11,0,81,1176,0,0,0.0,5
4,True,87,0,41,2218,0,0,0.0,2
23,True,247,0,77,221,0,0,0.0,4
4,False,117,0,36,1141,1,14,0.012269938650306749,3
1,False,1043,46,51,371,2,24,0.0646900269541779,2
4,False,53,0,52,3424,0,0,0.0,5
15,True,881,0,119,734,0,0,0.0,4
1,True,11,0,75,139,0,0,0.0,2
23,True,305,0,100,2363,1,50,0.021159542953872196,2
1,True,363,0,63,372,0,0,0.0,3
3,True,33,0,45,1241,1,407,0.3279613215149073,4
1,False,11,0,60,744,0,0,0.0,2
1,True,49,0,49,449,0,0,0.0,3
1,True,1340,64,84,1179,0,0,0.0,5
2,True,19395,57,100,1486,7,59,0.039703903095558546,3
2,False,47,0,62,985,0,0,0.0,2
1,True,2061,0,43,839,1,43,0.05125148986889154,5
1,True,23,0,92,2086,3,76,0.0364333652924257,4
-1,True,35,0,39,129,2,107,0.8294573643410853,5
2,True,23,0,39,333,1,3,0.009009009009009009,4
2,True,3631,86,27,1806,3,15,0.008305647840531562,3
-1,True,21,0,60,868,0,0,0.0,5
2,True,0,0,52,912,0,0,0.0,5
3,True,121,0,43,149,0,0,0.0,1
2,True,29,0,123,236,1,1,0.00423728813559322,3
2,True,63938,64,78,3706,4,115,0.0310307609282245,5
1,True,17,0,39,377,0,0,0.0,5
5,True,2381,0,51,2022,2,24,0.011869436201780416,4
3,True,3126,41,65,956,0,0,0.0,2
-1,False,9,0,83,1109,0,0,0.0,4
1,True,59,0,68,131,0,0,0.0,3
1,True,190,0,98,1404,2,8,0.005698005698005698,2
4,True,14796,70,88,326,6,138,0.4233128834355828,2
6,True,3226,43,38,464,0,0,0.0,2
3,False,909,0,48,401,1,49,0.12219451371571072,2
2,False,464,0,82,858,0,0,0.0,3
12,True,2851,0,46,1042,6,73,0.07005758157389635,2
2,True,21,0,42,3398,0,0,0.0,4
6,False,61,0,119,2160,0,0,0.0,4
3,True,7003,61,71,1367,0,0,0.0,5
4,False,41,0,75,633,0,0,0.0,4
2,True,177,60,25,513,0,0,0.0,4
1,False,701,67,57,879,14,78,0.08873720136518772,4
-1,True,1197,38,67,164,0,0,0.0,3
7,True,93,0,127,4702,0,0,0.0,1
1,True,5424,0,47,99,0,0,0.0,3
1,True,27,0,38,270,0,0,0.0,2
1,True,71,0,48,483,0,0,0.0,5
4,True,153,0,61,374,0,0,0.0,3
4,True,966,29,70,1490,3,93,0.06241610738255034,3
1,False,65,0,102,470,0,0,0.0,1
1,True,131,0,16,377,0,0,0.0,2
3,True,41,0,83,3434,0,0,0.0,5
1,True,2575,68,45,681,1,92,0.13509544787077826,3
1,False,11,0,59,11660,0,0,0.0,5
1,False,11,0,56,112,0,0,0.0,2
1,True,89,0,78,1477,5,77,0.052132701421800945,5
3,True,41012,41,98,144,0,0,0.0,2
2,True,16524,88,70,1459,1,15,0.01028101439342015,4
-1,False,78,0,47,968,0,0,0.0,2
-1,False,341,0,102,3058,0,0,0.0,3
3,True,79,0,48,637,0,0,0.0,3
-1,False,359,0,50,168,0,0,0.0,2
-1,False,19,0,108,2769,0,0,0.0,4
1,True,673,92,55,1125,1,26,0.02311111111111111,3
3,True,372,0,83,3780,9,251,0.0664021164021164,5
1,True,11,0,100,1917,0,0,0.0,5
1,True,30827,99,66,430,4,30,0.06976744186046512,2
-1,True,906,100,92,2381,0,0,0.0,5
1,True,0,0,31,947,1,28,0.029567053854276663,4
1,True,585,29,121,1542,1,4,0.0025940337224383916,3
-1,True,1,0,42,1585,3,61,0.038485804416403785,2
3,True,3452,82,46,14512,34,833,0.05740077177508269,3
1,True,507,0,60,3808,0,0,0.0,5
1,False,395,0,60,943,0,0,0.0,5
-1,False,15,0,29,157,0,0,0.0,3
3,True,199,0,86,4223,4,262,0.06204120293630121,4
3,False,615,0,70,1337,0,0,0.0,4
1,True,0,0,39,272,0,0,0.0,5
1,True,83,0,125,1000,2,41,0.041,1
2,True,4452,84,70,701,0,0,0.0,3
-2,False,0,0,57,5033,0,0,0.0,1
1,True,21,0,72,2476,0,0,0.0,2
3,True,1388,0,60,278,0,0,0.0,5
2,True,23,0,33,291,0,0,0.0,2
1,False,53,75,71,807,1,27,0.03345724907063197,2
1,True,1037,0,36,3693,5,62,0.016788518819388032,3
-2,True,21,0,53,900,0,0,0.0,3
1,True,1114,0,59,590,6,159,0.26949152542372884,2
3,False,519,0,146,235,0,0,0.0,4
-2,True,19,0,89,1631,0,0,0.0,3
2,True,22851,60,41,2000,9,117,0.0585,3
-1,True,55,0,48,228,2,94,0.41228070175438597,5
-1,False,1063,75,74,3110,2,138,0.044372990353697746,3
-2,True,75,0,68,265,0,0,0.0,2
1,True,21,0,44,394,0,0,0.0,2
1,True,49,0,61,630,4,43,0.06825396825396825,4
1,True,39,0,70,572,0,0,0.0,5
1,True,23,0,54,359,1,84,0.233983286908078,2
1,True,73,0,27,117,2,31,0.26495726495726496,2
1,True,1065,0,72,760,0,0,0.0,2
2,True,25,0,21,1216,1,35,0.028782894736842105,4
1,True,496,76,76,989,3,15,0.015166835187057633,4
2,False,23,0,32,1337,0,0,0.0,5
5,True,1778,0,56,2908,22,195,0.06705639614855571,5
5,True,8560,63,44,526,0,0,0.0,2
1,True,17,0,110,222,0,0,0.0,1
2,False,700,0,65,296,0,0,0.0,2
1,True,65,0,48,1108,4,56,0.05054151624548736,4
1,True,41,0,74,618,2,49,0.07928802588996764,4
1,True,1860,67,69,1417,4,126,0.08892025405786874,5
1,False,23,0,50,666,3,141,0.21171171171171171,5
1,True,6386,92,46,1913,2,60,0.03136434918975431,5
3,True,4291,89,69,406,0,0,0.0,3
-2,True,1243,0,60,2397,0,0,0.0,5
-1,False,1,0,139,4113,1,110,0.02674446875759786,5
2,True,2281,0,31,554,1,12,0.021660649819494584,1
1,True,67,0,32,763,0,0,0.0,4
1,False,890,81,50,2001,6,53,0.026486756621689155,3
-1,True,29,0,97,1227,3,139,0.1132844335778321,2
1,False,13,0,42,647,0,0,0.0,4
1,True,592,0,75,2523,10,366,0.1450653983353151,4
1,False,11,0,97,3837,14,232,0.06046390409173834,5
1,True,101,0,36,899,2,26,0.028921023359288096,3
1,True,62,0,48,373,0,0,0.0,5
1,True,63,0,45,1023,3,113,0.1104594330400782,5
1,True,1194,0,38,815,2,16,0.0196319018404908,3
1,True,172,0,51,557,1,24,0.04308797127468582,1
2,True,435,22,40,1058,2,80,0.07561436672967864,2
-1,False,1,0,97,600,0,0,0.0,4
2,True,51,0,76,377,0,0,0.0,3
1,False,0,0,51,105,0,0,0.0,3
-1,True,45,0,97,1322,0,0,0.0,4
1,False,1213,25,75,1579,1,68,0.04306523115896137,3
4,False,1284,0,70,930,5,51,0.054838709677419356,5
-1,False,176,0,45,950,1,40,0.042105263157894736,2
1,True,327,0,92,644,0,0,0.0,3
1,True,33,0,48,325,1,48,0.1476923076923077,2
1,True,217,0,72,1199,0,0,0.0,1
1,True,662,100,51,1190,1,72,0.06050420168067227,5
3,True,1008,40,55,397,1,3,0.007556675062972292,3
2,True,309,0,88,1137,0,0,0.0,4
1,True,720,0,65,396,3,3,0.007575757575757576,2
2,True,370,0,48,1016,0,0,0.0,4
3,False,23924,78,55,5138,43,786,0.15297781237835734,5
1,True,557,86,77,656,5,133,0.2027439024390244,2
-1,False,1,0,21,429,0,0,0.0,3
1,True,35,0,60,1006,0,0,0.0,4
-1,True,21,0,50,375,0,0,0.0,1
-2,True,77,0,37,891,0,0,0.0,4
-1,False,50497,78,31,224,0,0,0.0,2
3,True,63,0,111,435,4,52,0.11954022988505747,3
1,True,4756,66,71,574,2,82,0.14285714285714285,5
4,True,991,78,86,795,2,25,0.031446540880503145,3
-1,True,85,71,52,782,0,0,0.0,4
1,True,13,0,70,3135,0,0,0.0,4
-2,False,1,0,73,1885,0,0,0.0,2
1,True,321,0,71,277,0,0,0.0,2
6,True,311,0,51,293,0,0,0.0,2
2,True,247,0,49,772,1,150,0.19430051813471502,2
-1,True,41,0,55,157,0,0,0.0,5
1,False,13,0,79,3130,0,0,0.0,2
1,True,14796,70,90,734,6,323,0.44005449591280654,5
1,False,33,0,39,1951,0,0,0.0,3
-1,False,73,0,76,211,0,0,0.0,3
2,True,348,0,75,1070,5,65,0.06074766355140187,5
-1,True,167,0,52,857,0,0,0.0,3
1,True,627,42,55,516,0,0,0.0,1
1,True,25,0,60,1876,8,398,0.21215351812366737,2
-1,True,255,0,74,509,0,0,0.0,3
1,True,115,60,65,2570,1,115,0.04474708171206226,4
4,True,367,0,58,398,2,23,0.05778894472361809,3
-1,True,45,0,44,588,0,0,0.0,3
1,False,433,73,32,2662,0,0,0.0,2
2,True,21,0,68,852,5,52,0.06103286384976526,4
1,True,535,0,71,103,1,26,0.2524271844660194,3
1,False,27,0,53,2229,0,0,0.0,5
2,True,977,0,72,581,0,0,0.0,2
4,True,29344,78,48,741,3,12,0.016194331983805668,1
-2,True,1,0,38,1157,4,47,0.04062229904926534,4
2,True,10090,75,60,350,4,46,0.13142857142857142,1
1,True,261,0,35,440,0,0,0.0,1
-1,False,1,0,19,1296,1,26,0.020061728395061727,1
-1,False,317,0,90,10760,0,0,0.0,5
2,False,89,0,38,2310,5,295,0.1277056277056277,5
3,True,1144,77,66,1642,7,79,0.04811205846528624,5
-1,False,56,0,44,205,0,0,0.0,5
1,True,25,0,64,1612,6,130,0.08064516129032258,4
1,True,93,0,55,451,2,108,0.2394678492239468,3
1,True,11,0,27,146,0,0,0.0,2
1,True,107,0,84,682,0,0,0.0,3
-1,True,67,0,49,766,0,0,0.0,3
1,True,39,0,44,2310,1,93,0.04025974025974026,3
1,True,25,0,53,1414,0,0,0.0,5
-2,True,6567,78,64,529,2,133,0.2514177693761815,4
-1,True,3,0,46,565,0,0,0.0,3
1,True,130,0,47,632,3,48,0.0759493670886076,1
1,True,583,0,45,1512,0,0,0.0,3
1,True,127,0,48,516,0,0,0.0,1
-1,True,16240,74,54,902,1,24,0.026607538802660754,2
1,False,601,0,67,1712,0,0,0.0,3
-1,False,3,0,45,663,0,0,0.0,3
1,False,109,0,39,371,1,67,0.18059299191374664,3
2,True,497,75,74,1039,1,14,0.013474494706448507,2
1,True,468,100,58,811,3,86,0.1060419235511714,4
-1,False,101,0,55,648,2,454,0.7006172839506173,2
1,True,3166,63,37,266,2,28,0.10526315789473684,1
1,True,13,0,41,662,0,0,0.0,3
1,True,21,0,49,445,1,136,0.3056179775280899,2
-1,True,23,0,46,433,0,0,0.0,2
1,False,11,0,98,1609,0,0,0.0,2
1,True,1557,0,54,554,1,39,0.0703971119133574,3
-1,True,13,0,61,727,0,0,0.0,2
-2,False,1,0,74,222,0,0,0.0,3
5,True,2645,82,108,575,4,56,0.09739130434782609,4
1,True,19,0,38,249,1,80,0.321285140562249,2
1,True,77,0,34,682,2,43,0.06304985337243402,2
1,True,504,0,43,580,0,0,0.0,2
-2,False,19,0,43,1060,0,0,0.0,3
1,False,21,0,26,1958,0,0,0.0,2
2,True,183,0,67,423,0,0,0.0,2
1,True,15,0,103,882,0,0,0.0,5
1,True,2873,0,52,822,2,39,0.04744525547445255,3
-1,True,51,0,53,957,0,0,0.0,2
2,True,2144,84,43,849,2,20,0.023557126030624265,1
2,True,127,0,42,648,5,80,0.12345679012345678,5
-3,True,63,0,48,145,0,0,0.0,1
2,True,223,0,67,1621,4,30,0.01850709438618137,3
